,obs,acts,infos,terminal,rews
262,"[ 4 13 15  1  4  0  3 11  4  5  2 12  6  1  0  1 14 11  8 15  6  1 14 14
 11 13  5 15  6  7  2  6  5  2 13 10  5  1  2  4 11  4  3 14  7 14  9  2
  6  6 14  7  9 10  5  5  0  9  0 11  6  5  5 10 13  4 13  1  7  6 11 14
 14  2  4 13 10 12  6  7  4  0  1 13 14 12 15  7  4  9 12  2  8 13 11  6
 14  2  4 13  2]","[2 3 0 2 3 0 2 1 0 2 3 1 3 1 0 1 1 0 1 3 0 0 1 0 0 3 1 2 1 0 2 1 2 3 3 0 1
 2 1 0 2 2 2 2 0 0 2 3 0 0 1 3 3 0 2 3 1 3 3 1 0 1 2 2 1 2 1 1 2 0 1 3 0 0
 2 1 1 1 1 1 3 1 0 3 0 2 1 1 1 0 3 0 0 2 3 1 2 1 1 1]",,True,"[15.70186404 21.33391107 18.44045099 95.17143064 15.70186404 37.55401188
 59.96584842 97.09098522 15.70186404 15.69945203 73.29939418 83.34426408
  5.90836122 95.17143064 37.55401188 95.17143064 18.28249672 97.09098522
 60.21150117 18.44045099  5.90836122 95.17143064 18.18249672 18.28249672
 97.09098522 21.33391107 15.69945203 18.44045099  5.90836122 86.71761458
 73.29939418  5.90836122 15.69945203 73.29939418 21.33391107  2.15844943
 15.69945203 95.17143064 73.29939418 15.70186404 97.09098522 15.70186404
 59.96584842 18.28249672 86.71761458 18.28249672 70.90725778 73.29939418
  5.80836122  5.90836122 18.28249672 86.71761458 70.90725778  2.15844943
 15.59945203 15.69945203 37.55401188 70.90725778 37.55401188 97.09098522
  5.90836122 15.59945203 15.69945203  2.15844943 21.33391107 15.70186404
 21.33391107 95.17143064 86.71761458  5.90836122 97.09098522 18.18249672
 18.28249672 73.29939418 15.70186404 21.33391107  2.15844943 83.34426408
  5.90836122 86.71761458 15.70186404 37.55401188 95.17143064 21.33391107
 18.28249672 83.34426408 18.44045099 86.71761458 15.70186404 70.90725778
 83.34426408 73.29939418 60.21150117 21.33391107 97.09098522  5.90836122
 18.28249672 73.29939418 15.70186404 21.33391107]"
263,"[12 13 13 12 12  6  8  6  0 15 11  6  5 15 12  0  7  5  7 11  8  8  0 11
 13 10  9  0 15 15 10  2 11  9  6  5  9  6 11  1 14  5 11  2  2 12 14 14
 14  2  8  6  1 10 12  1 10  0  9 11  9  6 15  8  2  0 10 11  5 15  8 12
  7  7 15  1  0  1 10  2 13 15  1  3 14  1 14  2  1  3  6  0  9  9  8  0
  4  4  0  8  2]","[0 0 1 0 3 2 0 2 1 1 1 1 2 0 1 2 0 0 2 3 3 3 2 2 3 0 1 3 0 2 2 0 3 1 2 1 0
 3 3 3 3 3 3 0 1 1 1 3 0 1 2 0 3 2 3 2 1 3 3 2 1 3 3 2 1 3 0 3 0 3 3 0 0 3
 0 2 2 2 0 1 0 2 1 1 1 1 1 2 3 3 3 3 0 3 1 1 1 1 1 2]",,True,"[83.34426408 21.23391107 21.33391107 83.24426408 83.34426408  5.90836122
 60.21150117  5.90836122 37.55401188 18.44045099 97.09098522  5.90836122
 15.69945203 18.44045099 83.34426408 37.55401188 86.71761458 15.69945203
 86.71761458 97.09098522 60.11150117 60.21150117 37.55401188 97.09098522
 21.33391107  2.15844943 70.90725778 37.55401188 18.34045099 18.44045099
  2.15844943 73.29939418 97.09098522 70.90725778  5.90836122 15.69945203
 70.90725778  5.90836122 97.09098522 95.17143064 18.28249672 15.69945203
 97.09098522 73.19939418 73.29939418 83.34426408 18.18249672 18.18249672
 18.28249672 73.29939418 60.21150117  5.90836122 95.17143064  2.15844943
 83.34426408 95.17143064  2.15844943 37.55401188 70.90725778 97.09098522
 70.90725778  5.90836122 18.44045099 60.21150117 73.29939418 37.55401188
  2.15844943 97.09098522 15.69945203 18.44045099 60.21150117 83.34426408
 86.61761458 86.71761458 18.44045099 95.17143064 37.55401188 95.17143064
  2.15844943 73.29939418 21.33391107 18.44045099 95.17143064 59.96584842
 18.28249672 95.17143064 18.28249672 73.29939418 95.17143064 59.96584842
  5.90836122 37.55401188 70.80725778 70.90725778 60.21150117 37.55401188
 15.60186404 15.70186404 37.55401188 60.21150117]"
264,"[11  7  7  5 10  6  0 15  3 13  0 15  5 12 14  8  3  7 12 12  9 12 10  8
 15 15  4  6  2  3 11  5  3  8 12  0  3 14  4  5 13 10 13  2 12 15  3  8
  4  5  3  9  6  1 15  7  3 12  3  9  7  5 10 15 15 15  6  5  0 12  8  9
 15 10 11 14 13  7  8  4  6 11  4  9  2 13 15  7  1  9  4  2 12  6  1 14
  2 15  3 13  4]","[2 3 0 0 0 2 3 2 1 2 3 0 0 0 3 3 3 2 3 3 2 1 0 2 1 1 0 0 3 2 0 0 3 3 1 1 1
 3 2 1 2 3 1 1 2 0 0 2 0 0 2 3 0 0 0 3 2 2 0 0 2 2 1 3 2 3 3 3 0 2 3 0 0 3
 3 2 2 0 2 2 0 0 2 0 3 3 1 1 3 0 2 1 1 0 3 0 0 1 1 0]",,True,"[97.09098522 86.61761458 86.71761458 15.69945203  2.15844943  5.90836122
 37.55401188 18.44045099 59.96584842 21.33391107 37.55401188 18.44045099
 15.69945203 83.34426408 18.28249672 60.21150117 59.96584842 86.71761458
 83.24426408 83.34426408 70.90725778 83.34426408  2.15844943 60.21150117
 18.34045099 18.44045099 15.70186404  5.90836122 73.29939418 59.96584842
 97.09098522 15.69945203 59.96584842 60.21150117 83.34426408 37.55401188
 59.96584842 18.28249672 15.70186404 15.69945203 21.33391107  2.15844943
 21.33391107 73.29939418 83.34426408 18.44045099 59.96584842 60.21150117
 15.70186404 15.69945203 59.96584842 70.90725778  5.90836122 95.17143064
 18.44045099 86.71761458 59.96584842 83.34426408 59.96584842 70.90725778
 86.71761458 15.69945203  2.15844943 18.34045099 18.34045099 18.44045099
  5.90836122 15.69945203 37.55401188 83.34426408 60.21150117 70.90725778
 18.44045099  2.15844943 97.09098522 18.28249672 21.33391107 86.71761458
 60.21150117 15.70186404  5.90836122 97.09098522 15.70186404 70.90725778
 73.29939418 21.33391107 18.44045099 86.71761458 95.17143064 70.90725778
 15.70186404 73.29939418 83.34426408  5.90836122 95.17143064 18.28249672
 73.29939418 18.44045099 59.96584842 21.33391107]"
265,"[ 3  4  3  6  3  8  6  5 10  8 10  3  4 12 15 15 15 15 13 10  1 11  4  9
 14 11 15  1 11  6  8 11  8 11 14 10  2 10 12  8 14 12  0  8 13  0  1  1
 12  9 12  3  9 13 10 12  3 10  6 14  3 14 13 11  7  6  4  3  4 15  3 12
  6  7  1  8 13  8 11  3  1 10 10  9  4 10  2  1  1  4 12  3  9  2  2 13
  4  3  5  0  1]","[0 1 3 0 2 0 0 3 1 1 1 1 3 3 0 2 1 2 3 0 2 1 3 3 0 2 1 1 3 3 3 2 3 0 2 1 0
 2 1 2 0 2 2 3 3 1 3 1 0 2 1 2 0 2 3 0 0 0 3 1 3 3 1 3 2 2 1 3 0 0 3 2 1 3
 2 0 3 3 0 1 0 1 0 2 0 2 1 2 2 2 0 3 3 2 0 3 1 3 1 1]",,True,"[59.96584842 15.70186404 59.96584842  5.90836122 59.96584842 60.21150117
  5.90836122 15.69945203  2.15844943 60.21150117  2.15844943 59.96584842
 15.70186404 83.34426408 18.34045099 18.34045099 18.34045099 18.44045099
 21.33391107  2.15844943 95.17143064 97.09098522 15.70186404 70.90725778
 18.28249672 97.09098522 18.44045099 95.17143064 97.09098522  5.90836122
 60.21150117 97.09098522 60.21150117 97.09098522 18.28249672  2.15844943
 73.29939418  2.15844943 83.34426408 60.21150117 18.28249672 83.34426408
 37.55401188 60.21150117 21.33391107 37.55401188 95.07143064 95.17143064
 83.34426408 70.90725778 83.34426408 59.96584842 70.90725778 21.33391107
  2.15844943 83.34426408 59.96584842  2.15844943  5.90836122 18.28249672
 59.96584842 18.28249672 21.33391107 97.09098522 86.71761458  5.90836122
 15.70186404 59.96584842 15.70186404 18.44045099 59.96584842 83.34426408
  5.90836122 86.71761458 95.17143064 60.21150117 21.33391107 60.21150117
 97.09098522 59.96584842 95.17143064  2.05844943  2.15844943 70.90725778
 15.70186404  2.15844943 73.29939418 95.07143064 95.17143064 15.70186404
 83.34426408 59.96584842 70.90725778 73.19939418 73.29939418 21.33391107
 15.70186404 59.96584842 15.69945203 37.55401188]"
266,"[ 9  3 12  5  0  6  0  3  9 14  7  0  8  9  2 12  3  4  2  9  0 12  5 12
 10  7  2  0  6 12  7  9  1  0 11 14  2 12  0  2 13  4 10  0 12  7 12  0
  2  6 15  7 15 15  3  9  4  4 10 14  6  7  2  1  2  9  2 11 13  1  5 12
  8 15 13  2  6  0 13  7  8  0  0  4  1 14 12 14  6 13  0  3  2 11 14 15
  1 13  6 15  9]","[3 0 3 0 1 1 3 0 0 0 0 2 0 3 1 3 0 0 2 1 1 3 1 0 1 2 2 3 3 2 3 1 1 1 3 3 1
 2 3 2 0 0 3 2 0 2 1 2 2 0 2 1 0 0 0 3 3 3 2 3 1 1 1 1 3 0 1 2 0 3 1 2 1 3
 0 0 3 2 1 2 2 3 3 1 2 3 2 1 0 2 1 1 0 1 1 2 3 0 3 3]",,True,"[70.90725778 59.96584842 83.34426408 15.69945203 37.55401188  5.90836122
 37.55401188 59.96584842 70.90725778 18.28249672 86.71761458 37.55401188
 60.21150117 70.90725778 73.29939418 83.34426408 59.96584842 15.70186404
 73.29939418 70.90725778 37.55401188 83.34426408 15.69945203 83.34426408
  2.15844943 86.71761458 73.29939418 37.55401188  5.90836122 83.34426408
 86.71761458 70.90725778 95.17143064 37.55401188 97.09098522 18.28249672
 73.29939418 83.34426408 37.55401188 73.29939418 21.33391107 15.70186404
  2.15844943 37.55401188 83.34426408 86.71761458 83.34426408 37.55401188
 73.29939418  5.90836122 18.44045099 86.71761458 18.34045099 18.44045099
 59.96584842 70.90725778 15.60186404 15.70186404  2.15844943 18.28249672
  5.90836122 86.71761458 73.29939418 95.17143064 73.29939418 70.90725778
 73.29939418 97.09098522 21.33391107 95.17143064 15.69945203 83.34426408
 60.21150117 18.44045099 21.33391107 73.29939418  5.90836122 37.55401188
 21.33391107 86.71761458 60.21150117 37.45401188 37.55401188 15.70186404
 95.17143064 18.28249672 83.34426408 18.28249672  5.90836122 21.33391107
 37.55401188 59.96584842 73.29939418 97.09098522 18.28249672 18.44045099
 95.17143064 21.33391107  5.90836122 18.44045099]"
267,"[ 8  3  7  9  4  5 10  8  3  4  2  3  0 13 10  2  2  0  2  3  1  4  0  0
  9  0  8  6  9  9  0  5  4  2  0  6  3 14 12 11  0 13 11 13  0  8  3  8
  3  1  1 12  9  6 15  7 12  8  2 10  3  9 15  4  8 12  3  3 11 11  7  5
 11  2  7  7  6 12  5  3  1 11 10 11 11 13  5  7  0  1 14  6  2 15  8  4
  6 11 11  7 14]","[2 0 3 0 1 0 1 3 0 2 3 3 2 0 1 2 1 0 0 1 1 1 2 0 1 0 0 3 1 2 1 3 2 0 2 0 1
 3 2 3 3 2 1 0 2 2 2 3 2 2 3 0 3 2 0 1 0 3 0 2 1 3 2 3 2 0 2 0 3 1 1 1 0 0
 0 2 1 3 2 2 0 3 1 3 0 1 1 3 0 2 0 1 2 1 1 0 1 2 2 3]",,True,"[60.21150117 59.96584842 86.71761458 70.90725778 15.70186404 15.69945203
  2.15844943 60.21150117 59.96584842 15.70186404 73.29939418 59.96584842
 37.55401188 21.33391107  2.15844943 73.19939418 73.29939418 37.55401188
 73.29939418 59.96584842 95.17143064 15.70186404 37.45401188 37.55401188
 70.90725778 37.55401188 60.21150117  5.90836122 70.80725778 70.90725778
 37.55401188 15.69945203 15.70186404 73.29939418 37.55401188  5.90836122
 59.96584842 18.28249672 83.34426408 97.09098522 37.55401188 21.33391107
 97.09098522 21.33391107 37.55401188 60.21150117 59.96584842 60.21150117
 59.96584842 95.07143064 95.17143064 83.34426408 70.90725778  5.90836122
 18.44045099 86.71761458 83.34426408 60.21150117 73.29939418  2.15844943
 59.96584842 70.90725778 18.44045099 15.70186404 60.21150117 83.34426408
 59.86584842 59.96584842 96.99098522 97.09098522 86.71761458 15.69945203
 97.09098522 73.29939418 86.61761458 86.71761458  5.90836122 83.34426408
 15.69945203 59.96584842 95.17143064 97.09098522  2.15844943 96.99098522
 97.09098522 21.33391107 15.69945203 86.71761458 37.55401188 95.17143064
 18.28249672  5.90836122 73.29939418 18.44045099 60.21150117 15.70186404
  5.90836122 96.99098522 97.09098522 86.71761458]"
268,"[ 5  9  0 12  9 15  0  0  8 14 13  4 10 14  2  4 15  5  6  2 10  6  0  8
  2  5  8  8  9 15  7  0  1 15  6 13  7 14 12  8 10 14 15  1  4  4  0 13
  4  8  9 11  9  1  3 11  1  4 14 15  3  0 13 11  9 13 11  1  7 14  5 13
 14 12  4 11 15  5 11  4 14  9  8  9 15  3  5 15  6  4  5  2  1  9 15  5
 10 11 14 10  2]","[2 1 2 1 3 2 2 0 3 2 3 1 0 2 2 0 0 3 2 2 0 2 3 0 3 3 0 1 0 2 2 0 2 0 1 1 1
 2 2 1 1 0 2 2 0 2 0 1 0 3 1 1 1 3 0 1 2 1 0 0 0 0 0 0 1 0 3 0 2 3 3 1 2 1
 1 3 3 0 3 3 2 0 0 1 3 1 1 1 3 3 1 3 0 1 1 2 0 0 2 3]",,True,"[15.69945203 70.90725778 37.55401188 83.34426408 70.90725778 18.44045099
 37.45401188 37.55401188 60.21150117 18.28249672 21.33391107 15.70186404
  2.15844943 18.28249672 73.29939418 15.70186404 18.44045099 15.69945203
  5.90836122 73.29939418  2.15844943  5.90836122 37.55401188 60.21150117
 73.29939418 15.69945203 60.11150117 60.21150117 70.90725778 18.44045099
 86.71761458 37.55401188 95.17143064 18.44045099  5.90836122 21.33391107
 86.71761458 18.28249672 83.34426408 60.21150117  2.15844943 18.28249672
 18.44045099 95.17143064 15.60186404 15.70186404 37.55401188 21.33391107
 15.70186404 60.21150117 70.90725778 97.09098522 70.90725778 95.17143064
 59.96584842 97.09098522 95.17143064 15.70186404 18.28249672 18.44045099
 59.96584842 37.55401188 21.33391107 97.09098522 70.90725778 21.33391107
 97.09098522 95.17143064 86.71761458 18.28249672 15.69945203 21.33391107
 18.28249672 83.34426408 15.70186404 97.09098522 18.44045099 15.69945203
 97.09098522 15.70186404 18.28249672 70.90725778 60.21150117 70.90725778
 18.44045099 59.96584842 15.69945203 18.44045099  5.90836122 15.70186404
 15.69945203 73.29939418 95.17143064 70.90725778 18.44045099 15.69945203
  2.15844943 97.09098522 18.28249672  2.15844943]"
269,"[12  4 12  7 10  7  1  5  2  7  6 13  8  9  2  2 11 10  5  4  9 15 10  2
 12 13  5 12 15 12  5 10  9 10  9  8  6 10  5  4  3  6  5  8  8  5  4 15
  8  6 10 10  5 11 15 12  9  8  8  9  8 14  0  0  0 12 14  8  6  0  4 11
 12 12 11  6 14 11 11 12  3  4  7  5  2 14  0  4 11  8  8  7  4  7  0  4
 14  3 14 15  1]","[0 3 0 1 1 3 2 1 0 1 2 2 1 1 2 3 0 0 0 0 3 3 3 0 0 2 3 0 3 0 2 1 3 1 0 1 3
 0 3 2 3 1 0 2 3 0 3 3 2 0 3 2 1 1 2 2 0 3 1 1 2 3 3 3 2 1 3 0 0 3 0 0 2 3
 1 3 0 2 1 0 3 1 2 0 2 2 3 1 2 2 2 3 1 1 1 3 1 3 3 2]",,True,"[83.34426408 15.70186404 83.34426408 86.71761458  2.15844943 86.71761458
 95.17143064 15.69945203 73.29939418 86.71761458  5.90836122 21.33391107
 60.21150117 70.90725778 73.19939418 73.29939418 97.09098522  2.15844943
 15.69945203 15.70186404 70.90725778 18.44045099  2.15844943 73.29939418
 83.34426408 21.33391107 15.69945203 83.34426408 18.44045099 83.34426408
 15.69945203  2.15844943 70.90725778  2.15844943 70.90725778 60.21150117
  5.90836122  2.15844943 15.69945203 15.70186404 59.96584842  5.90836122
 15.69945203 60.11150117 60.21150117 15.69945203 15.70186404 18.44045099
 60.21150117  5.90836122  2.05844943  2.15844943 15.69945203 97.09098522
 18.44045099 83.34426408 70.90725778 60.11150117 60.21150117 70.90725778
 60.21150117 18.28249672 37.45401188 37.45401188 37.55401188 83.34426408
 18.28249672 60.21150117  5.90836122 37.55401188 15.70186404 97.09098522
 83.24426408 83.34426408 97.09098522  5.90836122 18.28249672 96.99098522
 97.09098522 83.34426408 59.96584842 15.70186404 86.71761458 15.69945203
 73.29939418 18.28249672 37.55401188 15.70186404 97.09098522 60.11150117
 60.21150117 86.71761458 15.70186404 86.71761458 37.55401188 15.70186404
 18.28249672 59.96584842 18.28249672 18.44045099]"
270,"[ 6  2  6  2 14  5 15  3  2 13  0  7  8 13  3  0  0  9  6  7 13 12  9 15
  1 15  4 13  8  4  0 11 14  4 13  4  3  4  2 12 13 13 12 15  5 15  3  9
  4 10  2  0 14  1  6  1 15 15  9 10  4 12 13  8 15  6  3 15  6 13  3  3
  6  5  7 12  4  7 10  8  0  3 14  4  4  0  8 10  5  6  6  0  3 14  8  9
  1 11 11  1  3]","[3 1 3 1 2 1 2 0 3 2 2 1 2 1 1 2 1 3 3 2 1 3 3 3 0 1 2 3 1 0 3 3 2 0 1 3 2
 2 1 2 2 0 1 2 0 0 3 2 0 3 0 0 3 0 0 1 0 2 2 2 3 1 2 2 2 3 1 1 1 1 3 3 1 2
 1 2 2 0 3 3 1 2 1 2 0 1 3 0 1 0 3 2 0 0 3 0 1 3 1 3]",,True,"[ 5.90836122 73.29939418  5.90836122 73.29939418 18.28249672 15.69945203
 18.44045099 59.96584842 73.29939418 21.33391107 37.55401188 86.71761458
 60.21150117 21.33391107 59.96584842 37.45401188 37.55401188 70.90725778
  5.90836122 86.71761458 21.33391107 83.34426408 70.90725778 18.44045099
 95.17143064 18.44045099 15.70186404 21.33391107 60.21150117 15.70186404
 37.55401188 97.09098522 18.28249672 15.70186404 21.33391107 15.70186404
 59.96584842 15.70186404 73.29939418 83.34426408 21.23391107 21.33391107
 83.34426408 18.44045099 15.69945203 18.44045099 59.96584842 70.90725778
 15.70186404  2.15844943 73.29939418 37.55401188 18.28249672 95.17143064
  5.90836122 95.17143064 18.34045099 18.44045099 70.90725778  2.15844943
 15.70186404 83.34426408 21.33391107 60.21150117 18.44045099  5.90836122
 59.96584842 18.44045099  5.90836122 21.33391107 59.86584842 59.96584842
  5.90836122 15.69945203 86.71761458 83.34426408 15.70186404 86.71761458
  2.15844943 60.21150117 37.55401188 59.96584842 18.28249672 15.60186404
 15.70186404 37.55401188 60.21150117  2.15844943 15.69945203  5.80836122
  5.90836122 37.55401188 59.96584842 18.28249672 60.21150117 70.90725778
 95.17143064 96.99098522 97.09098522 95.17143064]"
271,"[10 12 15  0 12  8 11 10  6  4 13  2  9  1 11 12 12  7  5  3 12  6  8 10
 10  4 10  2 12  3  8  8 14 13 13  6  8  8  9  2  4  5  2  8 14 11 14 13
  9 13 15 10  5  4  7  6  8 10 13  4  0  5 12  0 13 13  9  0  4 15  8 11
  3  4  8 11  0  3  3 12  9 14  0 13 10  2  9  2 11 11 10  3  1  4  3 15
  0  6 12  4  8]","[1 3 0 0 0 0 1 3 3 1 0 0 2 2 2 3 1 0 0 2 3 2 0 2 1 1 1 2 0 1 3 1 0 2 2 2 3
 0 2 0 0 1 2 0 1 0 2 3 1 2 1 2 3 1 0 2 3 3 3 3 2 2 3 2 2 2 2 2 1 2 0 0 2 0
 2 2 0 2 1 3 1 2 3 1 0 2 1 2 0 3 3 0 3 2 3 3 2 0 3 1]",,True,"[ 2.15844943 83.34426408 18.44045099 37.55401188 83.34426408 60.21150117
 97.09098522  2.15844943  5.90836122 15.70186404 21.33391107 73.29939418
 70.90725778 95.17143064 97.09098522 83.24426408 83.34426408 86.71761458
 15.69945203 59.96584842 83.34426408  5.90836122 60.21150117  2.05844943
  2.15844943 15.70186404  2.15844943 73.29939418 83.34426408 59.96584842
 60.11150117 60.21150117 18.28249672 21.23391107 21.33391107  5.90836122
 60.11150117 60.21150117 70.90725778 73.29939418 15.70186404 15.69945203
 73.29939418 60.21150117 18.28249672 97.09098522 18.28249672 21.33391107
 70.90725778 21.33391107 18.44045099  2.15844943 15.69945203 15.70186404
 86.71761458  5.90836122 60.21150117  2.15844943 21.33391107 15.70186404
 37.55401188 15.69945203 83.34426408 37.55401188 21.23391107 21.33391107
 70.90725778 37.55401188 15.70186404 18.44045099 60.21150117 97.09098522
 59.96584842 15.70186404 60.21150117 97.09098522 37.55401188 59.86584842
 59.96584842 83.34426408 70.90725778 18.28249672 37.55401188 21.33391107
  2.15844943 73.29939418 70.90725778 73.29939418 96.99098522 97.09098522
  2.15844943 59.96584842 95.17143064 15.70186404 59.96584842 18.44045099
 37.55401188  5.90836122 83.34426408 15.70186404]"
272,"[13  9  6  3  0  0 11 11  8 12  2  3 15 15  6  6 14 11  2  9  8 13 15  5
  3 11  2  1  3 10 14  2 12  7  1  5 12  1 12  4  7 14 13  4 10 11  8  2
 15 13 12  6 12  5  6  3  1  9 14  0  1  8 14 12  9  2 11  1  2  3  8  9
  1 13 12 11 10  2 15  6  7 11  4 11  2  4  7  8  9 14  1 15 11  9 12 13
  1 14 13  7 11]","[0 1 3 1 1 3 0 0 0 0 0 1 1 2 2 0 3 2 0 3 3 2 1 1 1 1 3 1 0 0 2 3 2 1 1 0 0
 0 2 2 3 0 3 3 0 1 0 1 3 1 0 2 3 3 3 2 0 0 1 3 2 3 3 1 1 1 3 0 2 3 3 2 2 1
 1 0 0 3 0 0 2 3 2 2 3 0 1 1 2 2 0 2 2 3 3 2 1 1 2 0]",,True,"[21.33391107 70.90725778  5.90836122 59.96584842 37.45401188 37.55401188
 96.99098522 97.09098522 60.21150117 83.34426408 73.29939418 59.96584842
 18.34045099 18.44045099  5.80836122  5.90836122 18.28249672 97.09098522
 73.29939418 70.90725778 60.21150117 21.33391107 18.44045099 15.69945203
 59.96584842 97.09098522 73.29939418 95.17143064 59.96584842  2.15844943
 18.28249672 73.29939418 83.34426408 86.71761458 95.17143064 15.69945203
 83.34426408 95.17143064 83.34426408 15.70186404 86.71761458 18.28249672
 21.33391107 15.70186404  2.15844943 97.09098522 60.21150117 73.29939418
 18.44045099 21.33391107 83.34426408  5.90836122 83.34426408 15.69945203
  5.90836122 59.96584842 95.17143064 70.90725778 18.28249672 37.55401188
 95.17143064 60.21150117 18.28249672 83.34426408 70.90725778 73.29939418
 97.09098522 95.17143064 73.29939418 59.96584842 60.21150117 70.90725778
 95.17143064 21.33391107 83.34426408 97.09098522  2.15844943 73.29939418
 18.44045099  5.90836122 86.71761458 97.09098522 15.70186404 97.09098522
 73.29939418 15.70186404 86.71761458 60.21150117 70.90725778 18.28249672
 95.17143064 18.44045099 97.09098522 70.90725778 83.34426408 21.33391107
 95.17143064 18.28249672 21.33391107 86.71761458]"
273,"[12  0 13  3 12  1  8 13  0  6 15  8 15  5 14 14 12 13  9 13  6  1  7  5
  5 14  6  5 15  9 11  3  0 11  7  6 14  8 15  6 15 10  5  9 14 12 11  3
  9  8  7  9 14  3 15  6  8  9 11 15 10  0  2 10 12  9 15 13  3 10  8 15
  8  5  3 15 13  3  6  2 11  5  0 11  3  5  4  6  4  1 14 13  5  8 13  0
  5 11  4  9 12]","[0 0 2 0 3 2 2 0 0 3 0 3 0 3 1 3 0 3 0 1 1 2 1 3 1 1 2 2 2 0 2 0 0 2 2 1 3
 3 1 1 3 2 3 1 1 0 3 2 0 2 3 2 3 3 0 2 2 2 1 0 2 1 2 3 3 3 2 3 0 1 0 3 3 1
 0 1 1 1 1 2 3 1 1 3 3 2 1 1 3 0 3 0 2 3 2 3 2 3 2 2]",,True,"[83.34426408 37.55401188 21.33391107 59.96584842 83.34426408 95.17143064
 60.21150117 21.33391107 37.55401188  5.90836122 18.44045099 60.21150117
 18.44045099 15.69945203 18.18249672 18.28249672 83.34426408 21.33391107
 70.90725778 21.33391107  5.90836122 95.17143064 86.71761458 15.59945203
 15.69945203 18.28249672  5.90836122 15.69945203 18.44045099 70.90725778
 97.09098522 59.96584842 37.55401188 97.09098522 86.71761458  5.90836122
 18.28249672 60.21150117 18.44045099  5.90836122 18.44045099  2.15844943
 15.69945203 70.90725778 18.28249672 83.34426408 97.09098522 59.96584842
 70.90725778 60.21150117 86.71761458 70.90725778 18.28249672 59.96584842
 18.44045099  5.90836122 60.21150117 70.90725778 97.09098522 18.44045099
  2.15844943 37.55401188 73.29939418  2.15844943 83.34426408 70.90725778
 18.44045099 21.33391107 59.96584842  2.15844943 60.21150117 18.44045099
 60.21150117 15.69945203 59.96584842 18.44045099 21.33391107 59.96584842
  5.90836122 73.29939418 97.09098522 15.69945203 37.55401188 97.09098522
 59.96584842 15.69945203 15.70186404  5.90836122 15.70186404 95.17143064
 18.28249672 21.33391107 15.69945203 60.21150117 21.33391107 37.55401188
 15.69945203 97.09098522 15.70186404 70.90725778]"
274,"[12  9  7  9  2  7 12  7 13  7  8  3  3  8 10  2 15  5  2 10  4  9  7 13
 11  9  2  3 14  7 11 13 11  4 13 11  1 15 12  4  1 14  4  9 15  3  0  8
  4  5 14 14 13 10 10 13  8 11 13  8 14  2 12  8  7  8  9  7 11 13  6 13
  6  4 13  8 11  6 10 11 10 14  7 12  8 12  7 15  7  6 13  2 14  7 11 12
 11 14 15 13 13]","[3 2 2 1 3 0 2 1 2 2 1 0 0 2 1 2 0 0 2 3 2 3 1 2 3 0 0 3 0 2 0 3 0 0 0 2 3
 3 3 1 1 3 2 3 3 1 2 1 0 2 2 2 3 1 1 3 3 3 3 0 1 3 2 3 0 1 0 0 0 0 2 0 3 0
 3 2 1 2 0 0 0 2 0 3 3 3 0 3 1 0 1 1 0 0 1 0 3 3 0 2]",,True,"[83.34426408 70.90725778 86.71761458 70.90725778 73.29939418 86.71761458
 83.34426408 86.71761458 21.33391107 86.71761458 60.21150117 59.86584842
 59.96584842 60.21150117  2.15844943 73.29939418 18.44045099 15.69945203
 73.29939418  2.15844943 15.70186404 70.90725778 86.71761458 21.33391107
 97.09098522 70.90725778 73.29939418 59.96584842 18.28249672 86.71761458
 97.09098522 21.33391107 97.09098522 15.70186404 21.33391107 97.09098522
 95.17143064 18.44045099 83.34426408 15.70186404 95.17143064 18.28249672
 15.70186404 70.90725778 18.44045099 59.96584842 37.55401188 60.21150117
 15.70186404 15.69945203 18.18249672 18.28249672 21.33391107  2.05844943
  2.15844943 21.33391107 60.21150117 97.09098522 21.33391107 60.21150117
 18.28249672 73.29939418 83.34426408 60.21150117 86.71761458 60.21150117
 70.90725778 86.71761458 97.09098522 21.33391107  5.90836122 21.33391107
  5.90836122 15.70186404 21.33391107 60.21150117 97.09098522  5.90836122
  2.15844943 97.09098522  2.15844943 18.28249672 86.71761458 83.34426408
 60.21150117 83.34426408 86.71761458 18.44045099 86.71761458  5.90836122
 21.33391107 73.29939418 18.28249672 86.71761458 97.09098522 83.34426408
 97.09098522 18.28249672 18.44045099 21.23391107]"
